
Host: moses-razer

Timers On : Thu Dec 28 16:19:32 2023
Timers Off: Thu Dec 28 16:19:36 2023

Wall Time:        3.51 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form D                          :      0.000u      0.000s      0.000w     25 calls
HF: DIIS                            :      1.933u      0.033s      0.201w     22 calls
HF: Form C                          :      0.333u      0.000s      0.032w     22 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      3 calls
DFMP2 Aia                           :      6.683u      0.500s      1.074w      3 calls
DFMP2 (A|mn)                        :      0.367u      0.000s      0.041w      3 calls
DFMP2 (A|mn)C_mi                    :      0.067u      0.000s      0.003w      3 calls
DFMP2 (A|mi)C_na                    :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.002w      3 calls
DFMP2 Bia                           :      0.350u      0.017s      0.037w      3 calls
DFMP2 Metric                        :      0.317u      0.000s      0.032w      3 calls
DFMP2 Aia Read                      :      0.017u      0.000s      0.001w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.017u      0.000s      0.002w      3 calls
DFMP2 Bia Write                     :      0.000u      0.017s      0.001w      3 calls
DFMP2 Energy                        :      0.050u      0.000s      0.005w      3 calls
DFMP2 Bia Read                      :      0.000u      0.000s      0.001w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      3.283u      0.200s      0.401w      3 calls
| Libint2ERI::Libint2ERI            :      2.700u      0.200s      0.289w      3 calls
DFH: initialize()                   :      3.883u      0.633s      0.465w      3 calls
| Libint2ERI::Libint2ERI            :      2.350u      0.067s      0.246w     21 calls
| DFH: AO Construction              :      0.450u      0.000s      0.047w      3 calls
| DFH: AO-Met. Contraction          :      0.150u      0.000s      0.013w      3 calls
HF: Form core H                     :      0.100u      0.000s      0.009w      3 calls
HF: Form S/X                        :      0.050u      0.000s      0.004w      3 calls
HF: Guess                           :      4.617u      0.700s      0.533w      3 calls
| SAD Guess                         :      4.567u      0.683s      0.528w      3 calls
HF: Form G                          :      0.283u      0.017s      0.043w     25 calls
| JK: D                             :      0.000u      0.000s      0.000w     25 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     25 calls
| JK: JK                            :      0.267u      0.017s      0.041w     25 calls
| | DFH: compute_JK()               :      0.267u      0.017s      0.041w     25 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     25 calls
| | | DFH: compute_J                :      0.067u      0.000s      0.018w     25 calls
| | | DFH: compute_K                :      0.200u      0.000s      0.021w     25 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     25 calls
HF: Form F                          :      0.000u      0.000s      0.001w     25 calls
HF: Form D                          :      0.000u      0.000s      0.000w     25 calls
HF: DIIS                            :      1.933u      0.033s      0.201w     22 calls
HF: Form C                          :      0.333u      0.000s      0.032w     22 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      3 calls
DFMP2 Aia                           :      6.683u      0.500s      1.074w      3 calls
| Libint2ERI::Libint2ERI            :      5.833u      0.433s      0.972w     18 calls
| DFMP2 (A|mn)                      :      0.367u      0.000s      0.041w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.067u      0.000s      0.003w      3 calls
| DFMP2 (A|mi)C_na                  :      0.017u      0.000s      0.001w      3 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.002w      3 calls
DFMP2 Bia                           :      0.350u      0.017s      0.037w      3 calls
| DFMP2 Metric                      :      0.317u      0.000s      0.032w      3 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.017u      0.000s      0.001w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.017u      0.000s      0.002w      3 calls
| DFMP2 Bia Write                   :      0.000u      0.017s      0.001w      3 calls
DFMP2 Energy                        :      0.050u      0.000s      0.005w      3 calls
| DFMP2 Bia Read                    :      0.000u      0.000s      0.001w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Thu Dec 28 16:21:18 2023
Timers Off: Thu Dec 28 16:21:33 2023

Wall Time:       14.98 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      6.317u      0.433s      2.406w      3 calls
Libint2ERI::Libint2ERI              :     24.417u      1.933s      8.154w     60 calls
DFH: initialize()                   :     11.300u      2.083s      2.177w      3 calls
DFH: AO Construction                :      1.033u      0.017s      0.107w      3 calls
DFH: AO-Met. Contraction            :      0.267u      0.017s      0.028w      3 calls
HF: Form core H                     :      0.150u      0.000s      0.015w      3 calls
HF: Form S/X                        :      0.033u      0.000s      0.005w      3 calls
HF: Guess                           :      9.867u      1.917s      2.141w      3 calls
SAD Guess                           :      9.817u      1.917s      2.136w      3 calls
HF: Form G                          :      0.650u      0.000s      0.077w     24 calls
JK: D                               :      0.000u      0.000s      0.000w     24 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     24 calls
JK: JK                              :      0.633u      0.000s      0.075w     24 calls
DFH: compute_JK()                   :      0.633u      0.000s      0.075w     24 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     24 calls
DFH: compute_J                      :      0.067u      0.000s      0.027w     24 calls
DFH: compute_K                      :      0.533u      0.000s      0.044w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.001w     24 calls
HF: Form D                          :      0.017u      0.000s      0.000w     24 calls
HF: DIIS                            :      1.583u      0.033s      0.165w     21 calls
HF: Form C                          :      0.283u      0.017s      0.032w     21 calls
DFMP2 Singles                       :      0.017u      0.000s      0.000w      3 calls
DFMP2 Aia                           :     14.000u      1.550s      5.128w      3 calls
DFMP2 (A|mn)                        :      0.917u      0.000s      0.094w      3 calls
DFMP2 (A|mn)C_mi                    :      0.033u      0.017s      0.004w      3 calls
DFMP2 (A|mi)C_na                    :      0.017u      0.017s      0.002w      3 calls
DFMP2 Aia Write                     :      0.033u      0.033s      0.004w      3 calls
DFMP2 Bia                           :      0.483u      0.000s      0.050w      3 calls
DFMP2 Metric                        :      0.383u      0.000s      0.040w      3 calls
DFMP2 Aia Read                      :      0.017u      0.000s      0.002w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.033u      0.000s      0.004w      3 calls
DFMP2 Bia Write                     :      0.033u      0.000s      0.004w      3 calls
DFMP2 Energy                        :      0.133u      0.000s      0.014w      3 calls
DFMP2 Bia Read                      :      0.033u      0.000s      0.001w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      6.317u      0.433s      2.406w      3 calls
| Libint2ERI::Libint2ERI            :      5.083u      0.417s      1.677w      3 calls
DFH: initialize()                   :     11.300u      2.083s      2.177w      3 calls
| Libint2ERI::Libint2ERI            :      7.417u      0.267s      1.600w     21 calls
